,MSPE h=1,MAPE h=1
PM,0.00022390130494935392,0.0068541869059459805
TRAR p=1,0.00020838628826694793,0.00676618142551242
TRARX p=1,0.00026578704745861594,0.00697303346238435
TRAR p=12,0.00024602263233299324,0.0067553044148342765
TRARX p=12,0.00029818196990407314,0.0072909242489899604
TRAR p=24,0.00024323642794711787,0.0068018791593051605
TRARX p=24,0.00029477793318582617,0.007395417206467444
