,MSPE h=12,MAPE h=12
PM,1.0,1.0
TRAR p=1,1.0388035861676967,1.0066820783041053
TRARX p=1,1.0111212358189094,0.9890879067542356
TRAR p=12,1.0392263882984465,1.0119424195747957
TRARX p=12,1.0455492534960409,1.0249039830346505
TRAR p=24,1.0344004047559052,1.0137755493786726
TRARX p=24,1.0523287980538296,1.0432872503963226
