,MSPE h=1,MAPE h=1
PM,0.00022390130494935392,0.0068541869059459805
TRidge p=1,0.00028476459781085156,0.0070273236834198895
TRidge p=12,0.0002548320868086351,0.007015959068215914
TRidge p=24,0.0003021252378028824,0.007501365143366308
